timestamp,cpu_load,avg_temp_cpu,cpu_numbers,IPS,CPS,queue_length,pid_count,gpu_numbers,avg_gpu_temperature,ram_percent,swap_total,swap_percent,disk_utilization,disk_latency,disk_temperature,docker_container
24-07-2023 23:24:30,2.8,,4,155.0,1174.0,0.22399999999999998,368,0,,38.7,1024.0,6.5,1.7,0,,0
24-07-2023 23:24:45,0.6,,7,0.0,252.0,0.048,371,0,,38.8,1024.0,6.5,1.7,0,,0
24-07-2023 23:24:59,0.3,,5,0.0,35.0,0.024,369,0,,38.7,1024.0,6.5,1.7,0,,0
24-07-2023 23:25:13,0.2,,3,0.0,37.0,0.016,369,0,,38.7,1024.0,6.5,1.7,0,,0
24-07-2023 23:25:27,0.2,,3,0.0,2.0,0.016,367,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:25:41,0.2,,4,0.0,137.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:25:55,0.2,,3,0.0,290.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:26:09,0.2,,3,0.0,159.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:26:23,0.3,,5,0.0,88.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:26:37,0.2,,4,56.0,40.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:26:52,0.2,,2,40.0,126.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:27:06,0.2,,4,15.0,23.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:27:20,0.3,,3,0.0,164.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:27:34,0.4,,2,77.0,637.0,0.032,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:27:48,0.3,,2,0.0,39.0,0.024,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:28:02,0.3,,4,0.0,10.0,0.024,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:28:16,0.2,,3,0.0,106.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:28:30,0.3,,2,0.0,95.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:28:44,0.4,,2,0.0,102.0,0.032,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:28:58,0.3,,3,0.0,96.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:29:13,0.2,,3,0.0,29.0,0.016,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:29:27,0.3,,3,0.0,41.0,0.024,365,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:29:41,0.2,,4,0.0,93.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:29:55,0.2,,2,0.0,13.0,0.016,366,0,,38.6,1024.0,6.5,1.7,0,,0
24-07-2023 23:30:09,0.4,,2,0.0,88.0,0.032,366,0,,38.6,1024.0,6.5,1.7,0,,0
